Cycle,Time,Traditional Scenario,Num Autonomous Bikes,Autonomous Bikes Battery Life,AB PickUp Speed,Num Cars,Agent,Trip Served,Mode,Wait Time (min),Departure Time,Arrival Time,Duration (min),Origin [lat],Origin [lon],Destination [lat],Destination [lon],Distance (m)
1549,00:51:38,false,140,35000.0,2.2222222222222223,0,package0,true,1,0.8,00:21:50,00:51:38,29.8,-71.086885,42.37212699999988,-71.12392810591183,42.388292994269825,3572.407063507447
1923,01:04:06,false,140,35000.0,2.2222222222222223,0,package1,true,1,2.9,01:01:56,01:04:06,2.1666666666666665,-71.11851899999999,42.37028199999989,-71.11994,42.37206899999988,245.02946860035706
2065,01:08:50,false,140,35000.0,2.2222222222222223,0,package2,true,1,2.6666666666666665,01:01:42,01:08:50,7.133333333333334,-71.119396,42.37309199999988,-71.113837,42.37768999999988,744.5826635334597
6517,03:37:14,false,140,35000.0,2.2222222222222223,0,package3,true,1,1.7,03:30:44,03:37:14,6.5,-71.109872,42.36911099999988,-71.11631324605207,42.37241865360796,792.4082112298787
8364,04:38:48,false,140,35000.0,2.2222222222222223,0,package4,true,1,1.8333333333333333,04:29:52,04:38:48,8.933333333333334,-71.120337,42.389246999999884,-71.12309320793717,42.38225684188844,831.0074935570913
8864,04:55:28,false,140,35000.0,2.2222222222222223,0,package5,true,1,2.033333333333333,04:48:04,04:55:28,7.4,-71.102333,42.36434299999986,-71.10748925917198,42.357586756743466,919.8938848750672
9670,05:22:20,false,140,35000.0,2.2222222222222223,0,package6,true,1,2.066666666666667,04:59:06,05:22:20,23.233333333333334,-71.075326,42.368018999999876,-71.10507469089406,42.36266151562827,2612.31011691558
9825,05:27:30,false,140,35000.0,2.2222222222222223,0,package8,true,1,2.7333333333333334,05:10:46,05:27:30,16.733333333333334,-71.121151,42.37418899999989,-71.1108903,42.359209899999875,1906.2626410251062
9841,05:28:02,false,140,35000.0,2.2222222222222223,0,package7,true,1,0.6333333333333333,05:02:40,05:28:02,25.366666666666667,-71.116945,42.37270799999988,-71.08187540803797,42.372206568575464,2932.689460788504
9843,05:28:06,false,140,35000.0,2.2222222222222223,0,package9,true,1,1.2666666666666666,05:21:18,05:28:06,6.8,-71.095093,42.37315399999987,-71.09801169746027,42.37073626287468,700.0976099985592
9916,05:30:32,false,140,35000.0,2.2222222222222223,0,package10,true,1,4.233333333333333,05:27:16,05:30:32,3.2666666666666666,-71.09047,42.36164899999987,-71.0876848536742,42.36321885202476,461.7569288167385
10088,05:36:16,false,140,35000.0,2.2222222222222223,0,package13,true,1,0.8333333333333334,05:34:52,05:36:16,1.4,-71.116945,42.37270799999988,-71.11631324605207,42.37241865360796,131.19062653062053
10090,05:36:20,false,140,35000.0,2.2222222222222223,0,package11,true,1,2.3333333333333335,05:30:22,05:36:20,5.966666666666667,-71.095093,42.37315399999987,-71.09937807321928,42.37015937794567,689.8370024718132
10244,05:41:28,false,140,35000.0,2.2222222222222223,0,package12,true,1,6.533333333333333,05:36:34,05:41:28,4.9,-71.09047,42.36164899999987,-71.08743,42.360622999999876,472.27501136883564
10491,05:49:42,false,140,35000.0,2.2222222222222223,0,package16,true,1,3.066666666666667,05:41:06,05:49:42,8.6,-71.09047,42.36164899999987,-71.082562,42.365951999999865,1041.7194727697706
10492,05:49:44,false,140,35000.0,2.2222222222222223,0,package14,true,1,3.5,05:39:32,05:49:44,10.2,-71.095093,42.37315399999987,-71.10712890649259,42.369591906262954,1150.3451007168774
10506,05:50:12,false,140,35000.0,2.2222222222222223,0,package15,true,1,4.6,05:42:38,05:50:12,7.566666666666666,-71.095093,42.37315399999987,-71.08906396371064,42.368771159593265,788.085883142413
10584,05:52:48,false,140,35000.0,2.2222222222222223,0,package17,true,1,6.166666666666667,05:44:12,05:52:48,8.6,-71.09047,42.36164899999987,-71.082562,42.365951999999865,1041.7194727697706
10614,05:53:48,false,140,35000.0,2.2222222222222223,0,package22,true,1,0.3,05:51:20,05:53:48,2.466666666666667,-71.07982,42.372245999999876,-71.07753522467306,42.37180641535293,277.0516925573418
10620,05:54:00,false,140,35000.0,2.2222222222222223,0,package18,true,1,3.8666666666666667,05:47:54,05:54:00,6.1,-71.09047,42.36164899999987,-71.09384525746042,42.35731286087455,684.2537750985305
10695,05:56:30,false,140,35000.0,2.2222222222222223,0,package20,true,1,3.3666666666666667,05:53:24,05:56:30,3.1,-71.096228,42.36132899999988,-71.09995580788264,42.36284920658887,391.31370454172213
10703,05:56:46,false,140,35000.0,2.2222222222222223,0,package19,true,1,3.6,05:48:38,05:56:46,8.133333333333333,-71.095093,42.37315399999987,-71.0961805615228,42.36580942545719,997.7501226866794
10721,05:57:22,false,140,35000.0,2.2222222222222223,0,package27,true,1,1.9,05:55:56,05:57:22,1.4333333333333333,-71.08203500000002,42.36451199999987,-71.081379,42.364368999999876,105.69875945428646
10754,05:58:28,false,140,35000.0,2.2222222222222223,0,package21,true,1,2.6666666666666665,05:53:42,05:58:28,4.766666666666667,-71.08203500000002,42.36451199999987,-71.0861518,42.36727539999986,483.25504537539837
10960,06:05:20,false,140,35000.0,2.2222222222222223,0,package24,true,1,6.566666666666666,05:58:36,06:05:20,6.733333333333333,-71.09047,42.36164899999987,-71.08403299999999,42.36430499999988,790.2106440810712
11001,06:06:42,false,140,35000.0,2.2222222222222223,0,package23,true,1,1.3,05:53:20,06:06:42,13.366666666666667,-71.08203500000002,42.36451199999987,-71.097672,42.36956499999988,1464.8087462789924
11052,06:08:24,false,140,35000.0,2.2222222222222223,0,package31,true,1,4.1,06:07:08,06:08:24,1.2666666666666666,-71.08259,42.36490999999987,-71.08192419192879,42.36602282408538,159.83687730650792
11102,06:10:04,false,140,35000.0,2.2222222222222223,0,package29,true,1,1.3666666666666667,06:03:24,06:10:04,6.666666666666667,-71.11823199999999,42.38838799999988,-71.11244918435035,42.3821615527478,864.9930749628223
11106,06:10:12,false,140,35000.0,2.2222222222222223,0,package26,true,1,4.233333333333333,05:58:16,06:10:12,11.933333333333334,-71.095093,42.37315399999987,-71.08357027180823,42.36852678416375,1251.0367616210206
11121,06:10:42,false,140,35000.0,2.2222222222222223,0,package33,true,1,0.6,06:10:38,06:10:42,0.06666666666666667,-71.120423,42.37202699999988,-71.11994,42.37206899999988,48.18097637980216
11259,06:15:18,false,140,35000.0,2.2222222222222223,0,package34,true,1,0.4,06:11:26,06:15:18,3.8666666666666667,-71.083318,42.37128099999988,-71.08160981849095,42.368220244450875,387.16222678872185
