Cycle,Time,Traditional Scenario,Num Autonomous Bikes,Autonomous Bikes Battery Life,AB PickUp Speed,Num Cars,Agent,Trip Served,Mode,Wait Time (min),Departure Time,Arrival Time,Duration (min),Origin [lat],Origin [lon],Destination [lat],Destination [lon],Distance (m)
899,00:29:58,true,200,50000.0,2.2222222222222223,40,package0,true,2,0.8,00:21:50,00:29:58,8.133333333333333,-71.086885,42.37212699999988,-71.12392810591183,42.388292994269825,3572.407063507447
1830,01:01:00,true,200,50000.0,2.2222222222222223,40,package1,true,2,1.3333333333333333,01:00:22,01:01:00,0.6333333333333333,-71.11851899999999,42.37028199999989,-71.11994,42.37206899999988,245.02946860035706
1882,01:02:44,true,200,50000.0,2.2222222222222223,40,package2,true,2,1.6666666666666667,01:00:42,01:02:44,2.033333333333333,-71.119396,42.37309199999988,-71.113837,42.37768999999988,744.5826635334597
6372,03:32:24,true,200,50000.0,2.2222222222222223,40,package3,true,2,1.1333333333333333,03:30:10,03:32:24,2.2333333333333334,-71.109872,42.36911099999988,-71.11631324605207,42.37241865360796,792.4082112298787
8175,04:32:30,true,200,50000.0,2.2222222222222223,40,package4,true,2,1.3333333333333333,04:29:22,04:32:30,3.1333333333333333,-71.120337,42.389246999999884,-71.12309320793717,42.38225684188844,831.0074935570913
8653,04:48:26,true,200,50000.0,2.2222222222222223,40,package5,true,2,0.3,04:46:20,04:48:26,2.1,-71.102333,42.36434299999986,-71.10748925917198,42.357586756743466,919.8938848750672
9150,05:05:00,true,200,50000.0,2.2222222222222223,40,package6,true,2,1.7,04:58:44,05:05:00,6.266666666666667,-71.075326,42.368018999999876,-71.10507469089406,42.36266151562827,2612.31011691558
9281,05:09:22,true,200,50000.0,2.2222222222222223,40,package7,true,2,0.3,05:02:20,05:09:22,7.033333333333333,-71.116945,42.37270799999988,-71.08187540803797,42.372206568575464,2932.689460788504
9407,05:13:34,true,200,50000.0,2.2222222222222223,40,package8,true,2,0.9,05:08:56,05:13:34,4.633333333333334,-71.121151,42.37418899999989,-71.1108903,42.359209899999875,1906.2626410251062
9730,05:24:20,true,200,50000.0,2.2222222222222223,40,package9,true,2,0.9666666666666667,05:21:00,05:24:20,3.3333333333333335,-71.095093,42.37315399999987,-71.09801169746027,42.37073626287468,700.0976099985592
9795,05:26:30,true,200,50000.0,2.2222222222222223,40,package10,true,2,2.3666666666666667,05:25:24,05:26:30,1.1,-71.09047,42.36164899999987,-71.0876848536742,42.36321885202476,461.7569288167385
9951,05:31:42,true,200,50000.0,2.2222222222222223,40,package11,true,2,1.3666666666666667,05:29:24,05:31:42,2.3,-71.095093,42.37315399999987,-71.09937807321928,42.37015937794567,689.8370024718132
10005,05:33:30,true,200,50000.0,2.2222222222222223,40,package12,true,2,1.3,05:31:20,05:33:30,2.1666666666666665,-71.09047,42.36164899999987,-71.08743,42.360622999999876,472.27501136883564
10097,05:36:34,true,200,50000.0,2.2222222222222223,40,package13,true,2,1.6666666666666667,05:35:42,05:36:34,0.8666666666666667,-71.116945,42.37270799999988,-71.11631324605207,42.37241865360796,131.19062653062053
10202,05:40:04,true,200,50000.0,2.2222222222222223,40,package14,true,2,1.2666666666666666,05:37:18,05:40:04,2.7666666666666666,-71.095093,42.37315399999987,-71.10712890649259,42.369591906262954,1150.3451007168774
10257,05:41:54,true,200,50000.0,2.2222222222222223,40,package15,true,2,1.4333333333333333,05:39:28,05:41:54,2.433333333333333,-71.095093,42.37315399999987,-71.08906396371064,42.368771159593265,788.085883142413
10258,05:41:56,true,200,50000.0,2.2222222222222223,40,package16,true,2,1.3,05:39:20,05:41:56,2.6,-71.09047,42.36164899999987,-71.082562,42.365951999999865,1041.7194727697706
10281,05:42:42,true,200,50000.0,2.2222222222222223,40,package17,true,2,2.066666666666667,05:40:06,05:42:42,2.6,-71.09047,42.36164899999987,-71.082562,42.365951999999865,1041.7194727697706
10444,05:48:08,true,200,50000.0,2.2222222222222223,40,package18,true,2,2.3,05:46:20,05:48:08,1.8,-71.09047,42.36164899999987,-71.09384525746042,42.35731286087455,684.2537750985305
10476,05:49:12,true,200,50000.0,2.2222222222222223,40,package19,true,2,1.6333333333333333,05:46:40,05:49:12,2.533333333333333,-71.095093,42.37315399999987,-71.0961805615228,42.36580942545719,997.7501226866794
10567,05:52:14,true,200,50000.0,2.2222222222222223,40,package20,true,2,1.1666666666666667,05:51:12,05:52:14,1.0333333333333334,-71.096228,42.36132899999988,-71.09995580788264,42.36284920658887,391.31370454172213
10585,05:52:50,true,200,50000.0,2.2222222222222223,40,package22,true,2,0.6,05:51:38,05:52:50,1.2,-71.07982,42.372245999999876,-71.07753522467306,42.37180641535293,277.0516925573418
