Cycle,Time,Traditional Scenario,Num Autonomous Bikes,Autonomous Bikes Battery Life,AB PickUp Speed,Num Cars,Agent,Distance Traveled
0,00:00:00,true,200,50000.0,2.2222222222222223,55,car0,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,55,car1,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,55,car2,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,55,car3,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,55,car4,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,55,car5,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,55,car6,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,55,car7,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,55,car8,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,55,car9,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,55,car10,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,55,car11,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,55,car12,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,55,car13,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,55,car14,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,55,car15,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,55,car16,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,55,car17,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,55,car18,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,55,car19,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,55,car20,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,55,car21,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,55,car22,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,55,car23,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,55,car24,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,55,car25,0.0
0,00:00:00,true,200,50000.0,2.2222222222222223,55,car26,0.0
