Cycle,Time,Traditional Scenario,Num Autonomous Bikes,Autonomous Bikes Battery Life,AB PickUp Speed,Num Cars,Agent,Trip Served,Mode,Wait Time (min),Departure Time,Arrival Time,Duration (min),Origin [lat],Origin [lon],Destination [lat],Destination [lon],Distance (m)
1587,00:52:54,false,160,35000.0,2.2222222222222223,0,package0,true,1,2.066666666666667,00:23:06,00:52:54,29.8,-71.086885,42.37212699999988,-71.12392810591183,42.388292994269825,3572.407063507447
1922,01:04:04,false,160,35000.0,2.2222222222222223,0,package1,true,1,2.8666666666666667,01:01:54,01:04:04,2.1666666666666665,-71.11851899999999,42.37028199999989,-71.11994,42.37206899999988,245.02946860035706
2012,01:07:04,false,160,35000.0,2.2222222222222223,0,package2,true,1,0.9,00:59:56,01:07:04,7.133333333333334,-71.119396,42.37309199999988,-71.113837,42.37768999999988,744.5826635334597
6490,03:36:20,false,160,35000.0,2.2222222222222223,0,package3,true,1,0.8,03:29:50,03:36:20,6.5,-71.109872,42.36911099999988,-71.11631324605207,42.37241865360796,792.4082112298787
8364,04:38:48,false,160,35000.0,2.2222222222222223,0,package4,true,1,1.8333333333333333,04:29:52,04:38:48,8.933333333333334,-71.120337,42.389246999999884,-71.12309320793717,42.38225684188844,831.0074935570913
8847,04:54:54,false,160,35000.0,2.2222222222222223,0,package5,true,1,1.4666666666666666,04:47:30,04:54:54,7.4,-71.102333,42.36434299999986,-71.10748925917198,42.357586756743466,919.8938848750672
9779,05:25:58,false,160,35000.0,2.2222222222222223,0,package8,true,1,1.2,05:09:14,05:25:58,16.733333333333334,-71.121151,42.37418899999989,-71.1108903,42.359209899999875,1906.2626410251062
9794,05:26:28,false,160,35000.0,2.2222222222222223,0,package6,true,1,6.2,05:03:14,05:26:28,23.233333333333334,-71.075326,42.368018999999876,-71.10507469089406,42.36266151562827,2612.31011691558
9841,05:28:02,false,160,35000.0,2.2222222222222223,0,package9,true,1,1.2,05:21:14,05:28:02,6.8,-71.095093,42.37315399999987,-71.09801169746027,42.37073626287468,700.0976099985592
9847,05:28:14,false,160,35000.0,2.2222222222222223,0,package7,true,1,0.8333333333333334,05:02:52,05:28:14,25.366666666666667,-71.116945,42.37270799999988,-71.08187540803797,42.372206568575464,2932.689460788504
9952,05:31:44,false,160,35000.0,2.2222222222222223,0,package10,true,1,5.433333333333334,05:28:28,05:31:44,3.2666666666666666,-71.09047,42.36164899999987,-71.0876848536742,42.36321885202476,461.7569288167385
10057,05:35:14,false,160,35000.0,2.2222222222222223,0,package11,true,1,1.2333333333333334,05:29:16,05:35:14,5.966666666666667,-71.095093,42.37315399999987,-71.09937807321928,42.37015937794567,689.8370024718132
10156,05:38:32,false,160,35000.0,2.2222222222222223,0,package13,true,1,3.1,05:37:08,05:38:32,1.4,-71.116945,42.37270799999988,-71.11631324605207,42.37241865360796,131.19062653062053
10217,05:40:34,false,160,35000.0,2.2222222222222223,0,package12,true,1,5.633333333333334,05:35:40,05:40:34,4.9,-71.09047,42.36164899999987,-71.08743,42.360622999999876,472.27501136883564
10441,05:48:02,false,160,35000.0,2.2222222222222223,0,package14,true,1,1.8,05:37:50,05:48:02,10.2,-71.095093,42.37315399999987,-71.10712890649259,42.369591906262954,1150.3451007168774
10445,05:48:10,false,160,35000.0,2.2222222222222223,0,package15,true,1,2.566666666666667,05:40:36,05:48:10,7.566666666666666,-71.095093,42.37315399999987,-71.08906396371064,42.368771159593265,788.085883142413
10491,05:49:42,false,160,35000.0,2.2222222222222223,0,package16,true,1,3.066666666666667,05:41:06,05:49:42,8.6,-71.09047,42.36164899999987,-71.082562,42.365951999999865,1041.7194727697706
10530,05:51:00,false,160,35000.0,2.2222222222222223,0,package17,true,1,4.366666666666666,05:42:24,05:51:00,8.6,-71.09047,42.36164899999987,-71.082562,42.365951999999865,1041.7194727697706
10620,05:54:00,false,160,35000.0,2.2222222222222223,0,package18,true,1,3.8666666666666667,05:47:54,05:54:00,6.1,-71.09047,42.36164899999987,-71.09384525746042,42.35731286087455,684.2537750985305
10654,05:55:08,false,160,35000.0,2.2222222222222223,0,package20,true,1,2.0,05:52:02,05:55:08,3.1,-71.096228,42.36132899999988,-71.09995580788264,42.36284920658887,391.31370454172213
10663,05:55:26,false,160,35000.0,2.2222222222222223,0,package22,true,1,1.9333333333333333,05:52:58,05:55:26,2.466666666666667,-71.07982,42.372245999999876,-71.07753522467306,42.37180641535293,277.0516925573418
10693,05:56:26,false,160,35000.0,2.2222222222222223,0,package19,true,1,3.2666666666666666,05:48:18,05:56:26,8.133333333333333,-71.095093,42.37315399999987,-71.0961805615228,42.36580942545719,997.7501226866794
