Cycle,Time,Traditional Scenario,Num Autonomous Bikes,Autonomous Bikes Battery Life,AB PickUp Speed,Num Cars,Agent,Trip Served,Mode,Wait Time (min),Departure Time,Arrival Time,Duration (min),Origin [lat],Origin [lon],Destination [lat],Destination [lon],Distance (m)
1573,00:52:26,false,150,35000.0,2.2222222222222223,0,package0,true,1,1.6,00:22:38,00:52:26,29.8,-71.086885,42.37212699999988,-71.12392810591183,42.388292994269825,3572.407063507447
1880,01:02:40,false,150,35000.0,2.2222222222222223,0,package1,true,1,1.4666666666666666,01:00:30,01:02:40,2.1666666666666665,-71.11851899999999,42.37028199999989,-71.11994,42.37206899999988,245.02946860035706
2002,01:06:44,false,150,35000.0,2.2222222222222223,0,package2,true,1,0.5666666666666667,00:59:36,01:06:44,7.133333333333334,-71.119396,42.37309199999988,-71.113837,42.37768999999988,744.5826635334597
6494,03:36:28,false,150,35000.0,2.2222222222222223,0,package3,true,1,0.9333333333333333,03:29:58,03:36:28,6.5,-71.109872,42.36911099999988,-71.11631324605207,42.37241865360796,792.4082112298787
8355,04:38:30,false,150,35000.0,2.2222222222222223,0,package4,true,1,1.5333333333333334,04:29:34,04:38:30,8.933333333333334,-71.120337,42.389246999999884,-71.12309320793717,42.38225684188844,831.0074935570913
8847,04:54:54,false,150,35000.0,2.2222222222222223,0,package5,true,1,1.4666666666666666,04:47:30,04:54:54,7.4,-71.102333,42.36434299999986,-71.10748925917198,42.357586756743466,919.8938848750672
9736,05:24:32,false,150,35000.0,2.2222222222222223,0,package6,true,1,4.266666666666667,05:01:18,05:24:32,23.233333333333334,-71.075326,42.368018999999876,-71.10507469089406,42.36266151562827,2612.31011691558
9769,05:25:38,false,150,35000.0,2.2222222222222223,0,package8,true,1,0.8666666666666667,05:08:54,05:25:38,16.733333333333334,-71.121151,42.37418899999989,-71.1108903,42.359209899999875,1906.2626410251062
9847,05:28:14,false,150,35000.0,2.2222222222222223,0,package7,true,1,0.8333333333333334,05:02:52,05:28:14,25.366666666666667,-71.116945,42.37270799999988,-71.08187540803797,42.372206568575464,2932.689460788504
9849,05:28:18,false,150,35000.0,2.2222222222222223,0,package9,true,1,1.4666666666666666,05:21:30,05:28:18,6.8,-71.095093,42.37315399999987,-71.09801169746027,42.37073626287468,700.0976099985592
9902,05:30:04,false,150,35000.0,2.2222222222222223,0,package10,true,1,3.7666666666666666,05:26:48,05:30:04,3.2666666666666666,-71.09047,42.36164899999987,-71.0876848536742,42.36321885202476,461.7569288167385
10102,05:36:44,false,150,35000.0,2.2222222222222223,0,package13,true,1,1.3,05:35:20,05:36:44,1.4,-71.116945,42.37270799999988,-71.11631324605207,42.37241865360796,131.19062653062053
10127,05:37:34,false,150,35000.0,2.2222222222222223,0,package11,true,1,3.566666666666667,05:31:36,05:37:34,5.966666666666667,-71.095093,42.37315399999987,-71.09937807321928,42.37015937794567,689.8370024718132
10140,05:38:00,false,150,35000.0,2.2222222222222223,0,package12,true,1,3.066666666666667,05:33:06,05:38:00,4.9,-71.09047,42.36164899999987,-71.08743,42.360622999999876,472.27501136883564
10492,05:49:44,false,150,35000.0,2.2222222222222223,0,package14,true,1,3.5,05:39:32,05:49:44,10.2,-71.095093,42.37315399999987,-71.10712890649259,42.369591906262954,1150.3451007168774
10515,05:50:30,false,150,35000.0,2.2222222222222223,0,package16,true,1,3.8666666666666667,05:41:54,05:50:30,8.6,-71.09047,42.36164899999987,-71.082562,42.365951999999865,1041.7194727697706
10516,05:50:32,false,150,35000.0,2.2222222222222223,0,package15,true,1,4.933333333333334,05:42:58,05:50:32,7.566666666666666,-71.095093,42.37315399999987,-71.08906396371064,42.368771159593265,788.085883142413
10562,05:52:04,false,150,35000.0,2.2222222222222223,0,package17,true,1,5.433333333333334,05:43:28,05:52:04,8.6,-71.09047,42.36164899999987,-71.082562,42.365951999999865,1041.7194727697706
10636,05:54:32,false,150,35000.0,2.2222222222222223,0,package18,true,1,4.4,05:48:26,05:54:32,6.1,-71.09047,42.36164899999987,-71.09384525746042,42.35731286087455,684.2537750985305
10656,05:55:12,false,150,35000.0,2.2222222222222223,0,package22,true,1,1.7,05:52:44,05:55:12,2.466666666666667,-71.07982,42.372245999999876,-71.07753522467306,42.37180641535293,277.0516925573418
10697,05:56:34,false,150,35000.0,2.2222222222222223,0,package19,true,1,3.4,05:48:26,05:56:34,8.133333333333333,-71.095093,42.37315399999987,-71.0961805615228,42.36580942545719,997.7501226866794
10697,05:56:34,false,150,35000.0,2.2222222222222223,0,package20,true,1,3.433333333333333,05:53:28,05:56:34,3.1,-71.096228,42.36132899999988,-71.09995580788264,42.36284920658887,391.31370454172213
10721,05:57:22,false,150,35000.0,2.2222222222222223,0,package21,true,1,1.5666666666666667,05:52:36,05:57:22,4.766666666666667,-71.08203500000002,42.36451199999987,-71.0861518,42.36727539999986,483.25504537539837
10721,05:57:22,false,150,35000.0,2.2222222222222223,0,package27,true,1,1.9,05:55:56,05:57:22,1.4333333333333333,-71.08203500000002,42.36451199999987,-71.081379,42.364368999999876,105.69875945428646
10965,06:05:30,false,150,35000.0,2.2222222222222223,0,package31,true,1,1.2,06:04:14,06:05:30,1.2666666666666666,-71.08259,42.36490999999987,-71.08192419192879,42.36602282408538,159.83687730650792
