Cycle,Time,Traditional Scenario,Num Autonomous Bikes,Autonomous Bikes Battery Life,AB PickUp Speed,Num Cars,Agent,Trip Served,Mode,Wait Time (min),Departure Time,Arrival Time,Duration (min),Origin [lat],Origin [lon],Destination [lat],Destination [lon],Distance (m)
1572,00:52:24,false,140,65000.0,3.888888888888889,0,package0,true,1,1.5666666666666667,00:22:36,00:52:24,29.8,-71.086885,42.37212699999988,-71.12392810591183,42.388292994269825,3572.407063507447
1861,01:02:02,false,140,65000.0,3.888888888888889,0,package1,true,1,0.8333333333333334,00:59:52,01:02:02,2.1666666666666665,-71.11851899999999,42.37028199999989,-71.11994,42.37206899999988,245.02946860035706
1999,01:06:38,false,140,65000.0,3.888888888888889,0,package2,true,1,0.4666666666666667,00:59:30,01:06:38,7.133333333333334,-71.119396,42.37309199999988,-71.113837,42.37768999999988,744.5826635334597
6496,03:36:32,false,140,65000.0,3.888888888888889,0,package3,true,1,1.0,03:30:02,03:36:32,6.5,-71.109872,42.36911099999988,-71.11631324605207,42.37241865360796,792.4082112298787
8335,04:37:50,false,140,65000.0,3.888888888888889,0,package4,true,1,0.8666666666666667,04:28:54,04:37:50,8.933333333333334,-71.120337,42.389246999999884,-71.12309320793717,42.38225684188844,831.0074935570913
8829,04:54:18,false,140,65000.0,3.888888888888889,0,package5,true,1,0.8666666666666667,04:46:54,04:54:18,7.4,-71.102333,42.36434299999986,-71.10748925917198,42.357586756743466,919.8938848750672
9683,05:22:46,false,140,65000.0,3.888888888888889,0,package6,true,1,2.5,04:59:32,05:22:46,23.233333333333334,-71.075326,42.368018999999876,-71.10507469089406,42.36266151562827,2612.31011691558
9789,05:26:18,false,140,65000.0,3.888888888888889,0,package8,true,1,1.5333333333333334,05:09:34,05:26:18,16.733333333333334,-71.121151,42.37418899999989,-71.1108903,42.359209899999875,1906.2626410251062
9828,05:27:36,false,140,65000.0,3.888888888888889,0,package10,true,1,1.3,05:24:20,05:27:36,3.2666666666666666,-71.09047,42.36164899999987,-71.0876848536742,42.36321885202476,461.7569288167385
9834,05:27:48,false,140,65000.0,3.888888888888889,0,package9,true,1,0.9666666666666667,05:21:00,05:27:48,6.8,-71.095093,42.37315399999987,-71.09801169746027,42.37073626287468,700.0976099985592
9838,05:27:56,false,140,65000.0,3.888888888888889,0,package7,true,1,0.5333333333333333,05:02:34,05:27:56,25.366666666666667,-71.116945,42.37270799999988,-71.08187540803797,42.372206568575464,2932.689460788504
10054,05:35:08,false,140,65000.0,3.888888888888889,0,package11,true,1,1.1333333333333333,05:29:10,05:35:08,5.966666666666667,-71.095093,42.37315399999987,-71.09937807321928,42.37015937794567,689.8370024718132
10102,05:36:44,false,140,65000.0,3.888888888888889,0,package12,true,1,1.8,05:31:50,05:36:44,4.9,-71.09047,42.36164899999987,-71.08743,42.360622999999876,472.27501136883564
10118,05:37:16,false,140,65000.0,3.888888888888889,0,package13,true,1,1.8333333333333333,05:35:52,05:37:16,1.4,-71.116945,42.37270799999988,-71.11631324605207,42.37241865360796,131.19062653062053
10441,05:48:02,false,140,65000.0,3.888888888888889,0,package15,true,1,2.433333333333333,05:40:28,05:48:02,7.566666666666666,-71.095093,42.37315399999987,-71.08906396371064,42.368771159593265,788.085883142413
10466,05:48:52,false,140,65000.0,3.888888888888889,0,package14,true,1,2.6333333333333333,05:38:40,05:48:52,10.2,-71.095093,42.37315399999987,-71.10712890649259,42.369591906262954,1150.3451007168774
10467,05:48:54,false,140,65000.0,3.888888888888889,0,package16,true,1,2.2666666666666666,05:40:18,05:48:54,8.6,-71.09047,42.36164899999987,-71.082562,42.365951999999865,1041.7194727697706
10495,05:49:50,false,140,65000.0,3.888888888888889,0,package17,true,1,3.2,05:41:14,05:49:50,8.6,-71.09047,42.36164899999987,-71.082562,42.365951999999865,1041.7194727697706
10604,05:53:28,false,140,65000.0,3.888888888888889,0,package18,true,1,3.3333333333333335,05:47:22,05:53:28,6.1,-71.09047,42.36164899999987,-71.09384525746042,42.35731286087455,684.2537750985305
10624,05:54:08,false,140,65000.0,3.888888888888889,0,package22,true,1,0.6333333333333333,05:51:40,05:54:08,2.466666666666667,-71.07982,42.372245999999876,-71.07753522467306,42.37180641535293,277.0516925573418
10649,05:54:58,false,140,65000.0,3.888888888888889,0,package20,true,1,1.8333333333333333,05:51:52,05:54:58,3.1,-71.096228,42.36132899999988,-71.09995580788264,42.36284920658887,391.31370454172213
10668,05:55:36,false,140,65000.0,3.888888888888889,0,package19,true,1,2.433333333333333,05:47:28,05:55:36,8.133333333333333,-71.095093,42.37315399999987,-71.0961805615228,42.36580942545719,997.7501226866794
10684,05:56:08,false,140,65000.0,3.888888888888889,0,package21,true,1,0.3333333333333333,05:51:22,05:56:08,4.766666666666667,-71.08203500000002,42.36451199999987,-71.0861518,42.36727539999986,483.25504537539837
10698,05:56:36,false,140,65000.0,3.888888888888889,0,package27,true,1,1.1333333333333333,05:55:10,05:56:36,1.4333333333333333,-71.08203500000002,42.36451199999987,-71.081379,42.364368999999876,105.69875945428646
10851,06:01:42,false,140,65000.0,3.888888888888889,0,package24,true,1,2.933333333333333,05:54:58,06:01:42,6.733333333333333,-71.09047,42.36164899999987,-71.08403299999999,42.36430499999988,790.2106440810712
10952,06:05:04,false,140,65000.0,3.888888888888889,0,package31,true,1,0.7666666666666667,06:03:48,06:05:04,1.2666666666666666,-71.08259,42.36490999999987,-71.08192419192879,42.36602282408538,159.83687730650792
